Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Status,Portfolio_Ind,URL,Expense,AUM,CrisilRank,FundManagers,Exit_Load,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,Sharpe_1Y,Sortino_1Y,Volatility_1Y,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,LCap_Pct,MCap_Pct,SCap_Pct,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
104138,DSP Ultra Short Fund,DSP,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/dsp-ultra-short-fund-regular-plan-growth/MDS050,1.01%,2203.08,3 Stars,Karan Mundhra|Kedar Karnik,Data not available.,17.35,6.72,6.72,4.45,4.92,6.94,-4.34,-5.5,-0.04,0.0,0.05,0.0,100.00,2006,2006-08-03,0.3,0.012490370690328918,5.41,4.03,6.93,3.4682905436511646e-09,2.74,7.58,0.32,,,,,,,,,,,,,,0.0,0.0,0.0,0.07,0.0,0.0,93.56,2.7,100.0,0.08410406553227685,47.03
145040,HDFC Ultra Short Term Fund,HDFC,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-ultra-short-term-fund-growth/MHD3287,0.69%,12814.71,3 Stars,Anil Bamboli|Vikas Agrawal,Data not available.,5.2,6.44,6.96,4.9,5.86,6.26,-2.78,-3.71,-0.04,0.0,0.05,0.01,100.00,2018,2018-09-25,0.3,0.013928597100858591,5.83,4.77,5.76,,3.81,11.06,0.29,,,,,0.0,0.0,0.0,137,0.38,7.57,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,93.46,3.23,100.0,0.09958807390004239,47.33
147907,HSBC Ultra Short Duration Fund,HSBC,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hsbc-ultra-short-duration-fund-regular-plan-growth/MHS538,0.48%,2348.01,5 Stars,Mahesh A. Chhabria|Jalpan Shah,Data not available.,3.85,6.48,7.01,4.9,,5.25,-2.78,-3.68,-0.04,0.0,0.05,0.0,100.00,2020,2020-01-30,0.3,0.013608553035788767,5.87,,,,4.05,11.24,0.3,,,,,0.0,0.0,0.0,44,0.39,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.66,2.74,100.0,0.12315823441002031,46.56
115092,ICICI Prudential Ultra Short Term Fund,ICICI Prudential,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-ultra-short-term-fund-growth/MPI867,0.84%,12322.86,1 Star,Manish Banthia|Ritesh Lunawat,Data not available.,12.54,6.4,6.95,5.08,6.13,7.82,-2.31,-3.2,-0.04,0.0,0.05,0.0,100.00,2011,2011-05-24,0.28,0.011103978431039647,5.84,5.01,7.91,0.1381780263744311,3.98,11.64,0.29,,,,,0.0,0.0,0.0,105,0.40,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.21,3.21,99.69,0.0761887881019844,47.17
114359,Invesco India Ultra Short Term Fund,Invesco,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-ultra-short-term-fund-growth/MLI384,0.89%,765.91,3 Stars,Krishna Cheemalapati|Vikas Garg,Data not available.,12.93,6.08,6.66,4.49,5.33,7.35,-4.21,-5.1,-0.04,0.0,0.05,0.01,100.00,2011,2011-01-03,0.3,0.014939931872908697,5.43,4.15,7.34,0.001918231948421556,3.01,7.51,0.29,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,93.07,2.83,100.0,0.10506180654914204,47.1
148906,ITI Ultra Short Duration Fund,ITI,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/iti-ultra-short-duration-fund-regular-plan-growth/MIT077,0.95%,113.53,Not Rated,Vikrant Mehta,Data not available.,2.58,6.12,6.24,,,4.54,,,-0.04,0.0,0.04,0.01,100.00,2021,2021-05-06,,0.011763817381060452,5.06,,,,1.71,3.57,0.27,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,92.81,2.4,100.0,0.11508463236186846,47.92
102591,Kotak Savings Fund,Kotak,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/kotak-savings-fund-growth/MKM065,0.8%,12571.84,3 Stars,Manu Sharma|Deepak Agrawal|Palha Khanna,Data not available.,17.68,6.12,6.84,4.73,5.66,7.72,-3.21,-4.1,-0.04,0.0,0.05,0.01,100.00,2006,2006-04-03,0.31,0.015145439946888929,5.71,4.51,7.76,8.248332530880198e-06,3.46,9.1,0.31,,,,,0.0,0.0,0.0,81,0.39,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.02,3.08,100.0,0.09041493987778831,47.24
147770,LIC MF Ultra Short Duration Fund,LIC,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-ultra-short-duration-fund-regular-plan-growth/MJB479,1.03%,126.42,Not Rated,Rahul Singh,Data not available.,4.02,5.64,5.96,4.36,,4.56,-5.17,-6.26,-0.04,0.0,0.04,0.01,100.00,2019,2019-11-28,0.27,0.008451166692986052,5.22,,,,0.64,1.17,0.27,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.58,2.44,100.0,0.163672457791987,46.61
147734,Mahindra Manulife Ultra Short Duration Fund,Mahindra Manulife,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/mahindra-manulife-ultra-short-duration-fund-regular-plan-growth/MMH061,0.71%,185.91,Not Rated,Rahul Pal|Amit Garg,Data not available.,4.13,6.32,6.88,4.74,,5.34,-3.47,-4.51,-0.04,0.0,0.05,0.01,100.00,2019,2019-10-18,0.29,0.013131236557058702,5.71,4.49,4.75,,3.7,9.98,0.29,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,93.5,2.73,100.0,0.11527217741970801,46.5
148530,Mirae Asset Ultra Short Duration Fund Regular Growth,Mirae Asset,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-ultra-short-duration-fund-regular-plan-growth/MMA200,0.48%,502.47,4 Stars,Basant Bafna,Data not available.,3.16,6.72,7.13,4.98,,5.14,-2.72,-3.82,-0.04,0.0,0.05,0.0,100.00,2020,2020-10-08,0.28,0.009137820250072174,5.93,,,,4.41,12.97,0.3,,,,,0.0,0.0,0.0,44,0.42,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.81,2.38,100.0,0.09559004023813904,46.13
124233,Motilal Oswal Ultra Short Term Fund (MOFUSTF),Motilal Oswal,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-ultra-short-term-fund-regular-plan-growth/MMO013,1.07%,143.49,1 Star,Rakesh Shetty,Data not available.,10.24,5.72,5.77,3.85,2.77,4.26,-7.28,-7.79,-0.05,0.0,0.04,0.0,90.91,2013,2013-09-10,0.25,0.012114624536781011,4.73,3.51,3.97,0.02186224506998924,-0.02,-0.04,0.25,,,,,,,,,,,,,,0.0,0.0,0.0,0.21,0.14,0.07,92.72,2.06,99.54,0.02668421461954376,46.47
143493,Nippon India Ultra Short Duration Fund,Nippon India,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-ultra-short-duration-fund-growth/MRC014,1.16%,5301.48,2 Stars,Kinjal Desai|Vivek Sharma|Akshay Sharma,Data not available.,5.55,6.2,6.72,6.29,4.98,5.48,0.35,2.28,-0.03,0.0,0.06,0.0,100.00,2018,2018-05-21,1.57,0.011152545537258913,5.69,6.04,5.05,,3.15,8.31,0.29,,,,,0.0,0.0,0.0,72,0.39,7.78,0.0,0.0,0.0,0.15,0.0,0.0,0.37,0.07,0.0,92.53,3.57,99.51,0.015352505119232519,47.27
138343,PGIM India Ultra Short Duration Fund,PGIM India,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/pgim-india-ultra-short-duration-fund-growth/MDE194,0.9%,327.51,Not Rated,Puneet Pal|Bhupesh Kalyani,Data not available.,7.75,6.04,6.53,4.6,6.63,7.27,-4.04,-5.03,-0.04,0.0,0.05,0.0,100.00,2016,2016-03-08,0.28,0.012931821248534031,5.49,4.38,7.16,0.0003111698505920968,2.59,6.21,0.28,,,,,0.0,0.0,0.0,23,0.35,7.44,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.07,0.07,92.72,3.73,99.69,-0.02000423621581484,47.45
138337,PGIM India Ultra Short Term Fund,PGIM India,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/pgim-india-ultra-short-duration-fund-growth/MDE194,0.9%,327.51,Not Rated,Puneet Pal|Bhupesh Kalyani,Data not available.,7.75,0.0,0.0,1.3,4.56,6.73,-13.23,-10.82,-0.08,0.0,0.04,0.0,100.00,2016,2016-03-08,0.17,0.002510800238425478,0.0,1.63,7.03,,,,,,,,,0.0,0.0,0.0,23,0.35,7.44,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,90.9,3.87,99.54,-0.02276393346603888,46.52
100641,SBI MAGNUM ULTRA SHORT DURATION FUND,SBI,Debt Scheme,Ultra Short Duration Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-ultra-short-duration-fund-regular-plan-growth/MSB005,0.54%,13317.06,4 Stars,R.Arun|Mohit Jain,Data not available.,17.69,6.52,7.0,4.83,5.75,5.48,-2.96,-3.81,-0.04,0.0,0.05,0.01,100.00,2006,2006-04-01,0.31,0.017132721990215864,5.78,4.58,5.46,0.0,4.13,12.18,0.29,,,,,0.0,0.0,0.0,83,0.42,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.34,2.95,100.0,0.08918978516053369,47.21
149535,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund),Sundaram,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/sundaram-ultra-short-duration-fund-growth/MID160,1.42%,1526.5,2 Stars,Dwijendra Srivastava|Sandeep Agarwal,Data not available.,1.92,5.6,6.11,,,5.03,,,-0.01,0.0,0.05,0.01,100.00,2022,2022-01-03,,0.010019489367719509,,,,,1.14,2.54,0.28,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.48,2.87,100.0,0.1353031302517055,49.03
146070,Tata Ultra Short Term Fund,Tata,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/tata-ultra-short-term-fund-growth/MTA1338,1.14%,1517.31,2 Stars,Akhil Mittal,Data not available.,4.87,6.16,6.49,4.47,,5.32,-4.43,-5.48,-0.04,0.0,0.05,0.0,100.00,2019,2019-01-23,0.28,0.012445644533751236,5.35,4.15,4.8,,2.36,5.65,0.3,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,93.11,2.66,100.0,0.11644705379954216,47.06
102532,UTI Ultra Short Duration Fund,UTI,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/uti-ultra-short-term-fund-growth/MIL034,0.97%,2000.67,1 Star,Ritesh Nambiar,Data not available.,17.69,6.28,6.77,5.62,5.15,6.96,-0.11,-0.53,-0.03,0.0,0.06,0.0,100.00,2006,2006-04-01,1.12,0.013873969874014373,5.54,5.35,7.03,0.0029797632350545555,3.37,9.12,0.29,,,,,,,,,,,,,,0.14,0.0,0.0,0.07,0.0,0.0,92.93,2.7,99.54,0.046995652705389766,46.82
147307,WhiteOak Capital Ultra Short Term Fund,WhiteOak Capital,Debt Scheme,Ultra Short Duration Fund,N,,https://www.moneycontrol.com/mutual-funds/nav/whiteoak-capital-ultra-short-term-fund-regular-plan-growth/MYM011,0.99%,247.39,Not Rated,Piyush Baranwal,Data not available.,4.49,6.0,6.41,4.65,,4.79,-1.66,-4.89,-0.04,0.0,0.05,0.0,100.00,2019,2019-06-10,0.65,0.01011469032877988,5.21,4.14,4.33,,2.27,5.16,0.27,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95.77,2.19,100.0,-0.0237701932464379,46.55
105460,Invesco India Contra Fund,Invesco,Equity Scheme,Contra Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-contra-fund-growth/MLI019,1.7%,11453.67,1 Star,Dhimant Kothari|Taher Badshah,Invesco India Contra Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,16.66,29.88,18.34,19.64,16.31,15.38,0.95,1.31,0.03,0.8,0.07,0.67,82.35,2007,2007-04-12,14.46,1.015238221211878,11.76,23.13,16.17,0.6296139656889981,1.26,1.79,9.58,67,26.29%,38.32%,36.44%,97.06,0.00,0.00,0,0.0,0.0,63.13,21.53,12.4,13.2,0.69,0.14,11.62,1.31,0.28,55.91,43.83,57.88,0.9605622789642152,50.21
103040,Kotak India EQ Contra Fund,Kotak,Equity Scheme,Contra Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/kotak-india-eq-contra-fund-growth/MKM077,2.05%,1860.92,3 Stars,Shibani Sircar Kurian,Kotak India EQ Contra Fund - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,17.68,45.32,24.84,22.92,17.77,12.83,1.14,1.58,0.05,0.8,0.1,0.68,83.33,2006,2006-04-03,14.36,0.9692200585581592,15.84,24.92,14.77,0.5988077568039467,1.75,2.55,9.96,60,17.04%,29.29%,30.65%,97.16,0.00,0.00,0,0.0,0.0,58.69,27.45,11.02,12.53,0.62,0.28,10.05,1.1,0.34,56.71,42.07,62.37,0.9713867018048177,51.27
102414,SBI CONTRA FUND,SBI,Equity Scheme,Contra Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/sbi-contra-fund-regular-plan-growth/MSB010,1.73%,16337.09,5 Stars,Dinesh Balachandran|Mohit Jain,SBI Contra Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.68,26.72,25.97,32.3,23.41,13.67,1.76,2.44,0.09,0.68,0.19,0.56,66.67,2006,2006-04-03,13.5,0.6793993049027515,21.48,38.49,15.35,0.6073973597257412,1.98,2.77,9.27,84,12.85%,21.95%,20.84%,75.65,0.00,3.65,4,1.20,-,39.98,17.77,17.9,13.15,0.55,0.07,11.08,1.24,0.21,57.54,41.36,63.94,0.8940750059123914,51.62
101738,Aditya Birla Sun Life Dividend Yield Fund,Aditya Birla,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-dividend-yield-fund-regular-plan-growth/MBS030,2.33%,1026.38,Not Rated,Dhaval Joshi|Dhaval Gala,Aditya Birla Sun Life Dividend Yield Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,17.68,40.68,26.82,25.06,17.77,13.01,1.28,1.75,0.05,0.66,0.14,0.47,66.67,2006,2006-04-03,14.14,1.0858281062613615,18.79,25.85,14.85,0.6092865244886325,1.75,2.48,11.04,58,23.5%,36.98%,28.88%,87.83,0.00,7.74,0,0.0,0.0,37.43,20.57,29.81,11.29,0.48,0.0,11.29,0.96,0.14,57.02,36.74,65.3,0.8549282248831267,49.72
103678,Templeton India Equity Income Fund,Franklin,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/templeton-india-equity-income-fund-growth/MTE092,2.18%,1609.85,Not Rated,Rajasa Kakulavarapu|Mayank Bukrediwala|Anand Radhakrishnan,Templeton India Equity Income Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.56,25.2,19.18,25.1,18.63,14.91,1.48,2.12,0.05,0.58,0.15,0.5,77.78,2006,2006-05-19,12.11,0.5993680071773395,12.48,30.2,15.9,0.6325055976946692,1.55,2.27,8.08,40,23.56%,43.9%,37.42%,70.67,0.00,13.65,0,0.0,0.0,55.14,10.32,5.22,10.06,0.14,0.14,8.95,0.62,0.21,56.13,33.29,70.41,0.8614858703998384,50.14
148610,HDFC Dividend Yield Fund,HDFC,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-dividend-yield-fund-regular-plan-growth/MHD3465,1.87%,3763.07,Not Rated,Dhruv Muchhal|Gopal Agrawal,HDFC Dividend Yield Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,2.96,37.72,26.95,,,27.28,,,0.06,0.7,0.14,0.58,100.00,2020,2020-12-18,,0.9250054871162208,17.5,,,,1.92,2.81,10.02,78,22.44%,37.9%,30.78%,99.17,0.00,0.00,0,0.0,0.0,64.32,14.43,20.42,12.09,0.0,0.0,9.34,0.41,0.0,58.52,44.42,69.16,0.8915497240297078,55.77
129310,ICICI Prudential Dividend Yield Equity Fund Growth Option,ICICI Prudential,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-dividend-yield-equity-fund-growth/MPI2056,2%,2458.48,Not Rated,Sharmila D’mello|Mittul Kalawadia,ICICI Prudential Dividend Yield Equity Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,9.49,45.52,28.29,30.67,18.98,15.14,1.68,2.36,0.08,0.71,0.18,0.58,70.00,2014,2014-06-12,13.93,0.8386188543859976,17.87,31.93,14.43,0.6124162428774325,2.36,3.56,8.73,55,32.78%,49.17%,33.48%,91.91,0.00,0.00,2,0.01,-,70.41,11.41,10.03,13.2,0.28,0.07,10.73,0.89,0.21,53.65,38.54,65.3,0.8612564771643377,50.69
152019,LIC MF Dividend Yield Fund,LIC,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-dividend-yield-fund-regular-plan-growth/MIB248,2.49%,90.43,Not Rated,Dikshit Mittal,LIC MF Dividend Yield Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,0.35,34.32,10.62,,,35.86,,,0.12,0.29,0.28,0.06,100.00,2023,2023-07-31,,0.8396242140880246,,,,,2.4,3.52,10.59,32,26.61%,45.1%,29.76%,96.34,0.00,0.00,0,0.0,0.0,61.27,19.23,15.84,8.43,0.0,0.0,6.02,0.0,0.0,63.86,51.11,65.79,0.8379647910738244,57.83
151476,SBI Dividend Yield Fund,SBI,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/sbi-dividend-yield-fund-regular-plan-growth/MSBA001,1.88%,5256.5,Not Rated,Rohit Shimpi|Mohit Jain,SBI Dividend Yield Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,0.72,26.28,21.6,,,32.96,,,0.03,0.18,0.25,0.04,100.00,2023,2023-03-17,,0.716037829355277,,,,,2.88,4.6,7.98,34,29.55%,44.46%,28.79%,88.61,0.00,0.00,0,0.0,0.0,67.11,15.3,6.2,2.89,0.0,0.0,1.16,0.0,0.0,60.12,39.62,68.66,0.8738333719351463,50.87
149697,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund),Sundaram,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/sundaram-dividend-yield-fund-growth/MID072,2.39%,597.19,3 Stars,Ratish Varier|Ashish Agarwal,Sundaram Dividend Yield Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,1.92,43.48,22.97,,,13.74,,,0.04,0.65,0.08,0.53,100.00,2022,2022-01-03,,1.005634207144158,,,,,1.74,2.54,9.09,79,19.82%,31.89%,29.96%,95.21,0.00,0.00,0,0.0,0.0,60.26,20.21,14.71,8.9,0.0,0.0,7.63,0.21,0.0,55.3,39.6,68.47,0.948363928545003,53.18
148948,Tata Dividend Yield Fund,Tata,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/tata-dividend-yield-fund-regular-plan-growth/MTA1371,2.32%,598.09,Not Rated,Murthy Nagarajan|Sailesh Jain,Tata Dividend Yield Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,2.53,31.24,23.85,,,16.56,,,0.03,0.71,0.08,0.5,66.67,2021,2021-05-27,,1.1260743388262777,13.43,,,,1.53,2.14,10.94,56,19.92%,33.89%,31.09%,94.57,0.00,0.00,0,0.0,0.0,50.37,30.85,13.35,10.13,0.16,0.0,10.61,0.48,0.0,58.52,42.64,64.36,0.87364801110415,52.73
103026,UTI Dividend Yield Fund,UTI,Equity Scheme,Dividend Yield Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/uti-dividend-yield-fund-growth/MUT070,2.03%,3182.98,1 Star,Amit Premchandani,UTI Dividend Yield Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.68,30.32,23.44,20.87,15.92,13.38,1.06,1.46,0.03,0.69,0.1,0.56,72.22,2006,2006-04-03,13.66,1.1563920361230697,9.95,22.61,15.21,0.6146223314608474,1.7,2.48,9.56,47,23.07%,38.78%,35.7%,96.63,0.00,0.00,1,0.00,-,62.89,22.15,11.59,10.73,0.41,0.14,9.28,0.83,0.21,56.81,39.17,68.03,0.8953652665074474,52.27
100033,Aditya Birla Sun Life Equity Advantage Fund,Aditya Birla,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-equity-advantage-fund-regular-plan-growth/MBS022,1.91%,5214.48,1 Star,Dhaval Joshi|Atul Penkar,Aditya Birla Sun Life Equity Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,17.68,20.2,16.85,15.43,13.71,11.28,0.65,0.88,0.0,0.83,0.03,0.63,77.78,2006,2006-04-03,15.45,1.5895769712472456,3.82,19.69,13.92,0.5719722099343367,1.04,1.42,10.23,74,21.07%,30.26%,28.63%,97.76,0.00,0.00,0,0.0,0.0,43.55,32.72,21.49,13.42,0.76,0.14,12.87,1.38,0.34,55.2,45.02,54.7,0.9313233082805913,49.42
145112,Axis Growth Opportunities Fund,Axis,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/axis-growth-opportunities-fund-growth/MAA800,1.73%,9779.39,Not Rated,Hitesh Das|Shreyash Devalkar|Vinayak Jayanath,Axis Growth Opportunities Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,5.11,24.12,22.0,20.05,19.09,20.61,1.05,1.44,0.02,0.64,0.1,0.49,83.33,2018,2018-10-26,13.66,1.3894581451147188,7.19,23.33,21.1,,1.62,2.33,9.71,87,23.77%,37.66%,42.94%,76.85,0.00,16.92,0,0.0,0.0,26.51,32.63,17.71,10.94,0.64,0.08,9.27,0.88,0.16,56.95,36.92,72.16,0.8458560918247059,52.8
108596,BANDHAN Core Equity Fund,Bandhan,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/bandhan-core-equity-fund-regular-plan-growth/MAG091,1.97%,2944.8,3 Stars,Rahul Agarwal|Ritika Behera|Manish Gunwani,Bandhan Core Equity Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,15.52,41.52,26.71,24.12,17.21,11.41,1.17,1.61,0.05,0.81,0.11,0.65,81.25,2008,2008-06-02,14.93,1.0564386154219951,17.12,25.97,15.04,0.6080961525426274,1.91,2.72,9.92,87,20.25%,30.23%,27.45%,91.31,0.00,0.00,0,0.0,0.0,48.07,31.18,12.06,14.1,0.69,0.14,11.55,1.1,0.34,55.57,45.97,57.73,0.9366782948289936,51.31
148471,Baroda BNP Paribas Large and Mid Cap Fund,Baroda BNP Paribas,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-mid-cap-fund-regular-plan-growth/MAB045,2.07%,1513.69,3 Stars,Shiv Chanani|Miten Vora,Baroda BNP Paribas Mid Cap Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,3.23,28.92,19.53,21.56,,25.97,1.03,1.42,0.04,0.81,0.09,0.64,75.00,2020,2020-09-11,14.94,1.2189657013640218,11.37,,,,1.25,1.72,10.42,60,13.14%,24.2%,21.76%,94.36,0.00,0.00,1,0.04,-,12.13,66.05,16.18,13.46,0.38,0.0,11.45,0.75,0.0,58.99,42.99,64.59,0.9104172723718198,52.58
102920,CANARA ROBECO EMERGING EQUITIES,Canara Robeco,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/canara-robeco-emerging-equities-regular-plan-growth/MCA033,1.65%,18063.42,2 Stars,Shridatta Bhandwaldar|Amit Nadekar,Canara Robeco Emerging Equities - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.68,25.52,15.38,18.81,17.02,15.62,0.91,1.25,0.03,0.78,0.07,0.67,72.22,2006,2006-04-03,14.12,1.0862879115016344,8.08,23.48,18.58,0.6680919173353097,1.0,1.39,9.27,72,19.79%,32.21%,28.04%,96.55,0.00,0.00,0,0.0,0.0,42.91,45.11,8.53,12.1,0.69,0.21,11.42,1.17,0.28,56.95,39.42,60.91,0.9405227786233402,49.17
103819,DSP Equity Opportunities Fund,DSP,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/kotak-equity-opportunities-fund-growth/MKM067,1.66%,15500.47,4 Stars,Arjun Khanna|Harsha Upadhyaya,Kotak Equity Opportunities Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.68,34.48,23.0,21.42,17.47,13.84,1.08,1.47,0.04,0.76,0.09,0.63,83.33,2006,2006-04-03,13.97,1.1344069316216072,13.58,23.49,15.65,0.6133719102054431,1.61,2.28,9.83,67,19.91%,34.23%,19.23%,96.06,0.00,0.00,0,0.0,0.0,48.19,38.1,9.77,13.0,0.62,0.14,11.35,1.17,0.28,56.4,42.32,61.97,0.938723074028001,51.24
140172,Edelweiss Large & Mid Cap Fund,Edelweiss,Equity Scheme,Large & Mid Cap Fund,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-large-and-mid-cap-fund-regular-plan-growth/MJP001,1.98%,2246.63,3 Stars,Abhishek Gupta|Trideep Bhattacharya,Edelweiss Large and Mid Cap Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,7.02,29.8,19.67,21.7,17.64,17.3,1.06,1.46,0.04,0.8,0.09,0.66,75.00,2016,2016-11-28,14.5,1.0493389352432243,11.35,24.26,15.78,0.6421491011560488,1.32,1.85,9.96,76,16.95%,27.13%,26.73%,98.77,0.00,0.00,0,0.0,0.0,39.67,34.5,24.6,12.24,0.69,0.14,10.66,0.96,0.28,57.22,39.29,63.94,0.9470551272974186,50.48
